car_ID,symboling,CompanyName,CarModel,CarName,fueltype,aspiration,doornumber,carbody,drivewheel,enginelocation,wheelbase,carlength,carwidth,carheight,curbweight,enginetype,cylindernumber,enginesize,fuelsystem,boreratio,stroke,compressionratio,horsepower,peakrpm,price,city_L/100km,highway_L/100km
11,2,bmw,320i,bmw 320i,gas,std,two,sedan,rwd,front,2.57048,4.4907200000000005,1.6459199999999998,1.37922,60.833,ohc,four,1.7698041908307756,mpfi,3.5,2.8,8.8,101,5800,16430.0,10.226695652173913,8.110827586206897
12,0,bmw,320i,bmw 320i,gas,std,four,sedan,rwd,front,2.57048,4.4907200000000005,1.6459199999999998,1.37922,60.833,ohc,four,1.7698041908307756,mpfi,3.5,2.8,8.8,101,5800,16925.0,10.226695652173913,8.110827586206897
13,0,bmw,x1,bmw x1,gas,std,two,sedan,rwd,front,2.57048,4.4907200000000005,1.6459199999999998,1.37922,68.834,ohc,six,2.687480437928215,mpfi,3.31,3.19,9.0,121,4250,20970.0,11.200666666666667,8.4005
14,0,bmw,x3,bmw x3,gas,std,four,sedan,rwd,front,2.57048,4.4907200000000005,1.6459199999999998,1.37922,70.231,ohc,six,2.687480437928215,mpfi,3.31,3.19,9.0,121,4250,21105.0,11.200666666666667,8.4005
15,1,bmw,z4,bmw z4,gas,std,four,sedan,rwd,front,2.6289,4.8006,1.69926,1.41478,77.597,ohc,six,2.687480437928215,mpfi,3.31,3.19,9.0,121,4250,24565.0,11.7607,9.40856
16,0,bmw,x4,bmw x4,gas,std,four,sedan,rwd,front,2.6289,4.8006,1.69926,1.41478,82.042,ohc,six,3.424898850774371,mpfi,3.62,3.39,8.0,182,5400,30760.0,14.700875,10.691545454545455
17,0,bmw,x5,bmw x5,gas,std,two,sedan,rwd,front,2.6289,4.9225200000000005,1.72466,1.36398,85.85199999999999,ohc,six,3.424898850774371,mpfi,3.62,3.39,8.0,182,5400,41315.0,14.700875,10.691545454545455
18,0,bmw,x3,bmw x3,gas,std,four,sedan,rwd,front,2.794,5.0038,1.8008600000000001,1.4300199999999998,89.027,ohc,six,3.424898850774371,mpfi,3.62,3.39,8.0,182,5400,36880.0,15.680933333333334,11.7607
19,2,chevrolet,impala,chevrolet impala,gas,std,two,hatchback,fwd,front,2.2453600000000002,3.5839399999999997,1.5316199999999998,1.35128,37.7952,l,three,0.9996116263025677,2bbl,2.91,3.03,9.5,48,5100,5151.0,5.004553191489362,4.438
20,1,chevrolet,monte,chevrolet monte carlo,gas,std,two,hatchback,fwd,front,2.4003,3.95986,1.61544,1.3208,47.599599999999995,ohc,four,1.474836825692313,2bbl,3.03,3.11,9.6,70,5400,6295.0,6.189842105263158,5.470093023255814
21,0,chevrolet,vega,chevrolet vega 2300,gas,std,four,sedan,fwd,front,2.4003,4.03352,1.61544,1.3208,48.4886,ohc,four,1.474836825692313,2bbl,3.03,3.11,9.6,70,5400,6575.0,6.189842105263158,5.470093023255814
22,1,dodge,rampage,dodge rampage,gas,std,two,hatchback,fwd,front,2.3799799999999998,3.99542,1.62052,1.29032,47.6504,ohc,four,1.474836825692313,2bbl,2.97,3.23,9.41,68,5500,5572.0,6.3571351351351355,5.736926829268293
23,1,dodge,challenger,dodge challenger se,gas,std,two,hatchback,fwd,front,2.3799799999999998,3.99542,1.62052,1.29032,47.6504,ohc,four,1.474836825692313,2bbl,2.97,3.23,9.4,68,5500,6377.0,7.587548387096774,6.189842105263158
24,1,dodge,d200,dodge d200,gas,turbo,two,hatchback,fwd,front,2.3799799999999998,3.99542,1.62052,1.29032,54.051199999999994,ohc,four,1.6059334324205186,mpfi,3.03,3.39,7.6,102,5500,7957.0,9.800583333333334,7.840466666666667
25,1,dodge,monaco,dodge monaco (sw),gas,std,four,hatchback,fwd,front,2.3799799999999998,3.99542,1.62052,1.28524,49.9618,ohc,four,1.474836825692313,2bbl,2.97,3.23,9.4,68,5500,6229.0,7.587548387096774,6.189842105263158
26,1,dodge,colt,dodge colt hardtop,gas,std,four,sedan,fwd,front,2.3799799999999998,3.99542,1.62052,1.28524,50.520599999999995,ohc,four,1.474836825692313,2bbl,2.97,3.23,9.4,68,5500,6692.0,7.587548387096774,6.189842105263158
27,1,dodge,colt,dodge colt (sw),gas,std,four,sedan,fwd,front,2.3799799999999998,3.99542,1.62052,1.28524,50.520599999999995,ohc,four,1.474836825692313,2bbl,2.97,3.23,9.4,68,5500,7609.0,7.587548387096774,6.189842105263158
28,1,dodge,coronet,dodge coronet custom,gas,turbo,two,sedan,fwd,front,2.3799799999999998,3.99542,1.62052,1.28524,55.651399999999995,ohc,four,1.6059334324205186,mpfi,3.03,3.39,7.6,102,5500,8558.0,9.800583333333334,7.840466666666667
29,-1,dodge,dart,dodge dart custom,gas,std,four,wagon,fwd,front,2.62382,4.4348399999999994,1.6408399999999999,1.5189199999999998,64.389,ohc,four,1.9992232526051354,2bbl,3.34,3.46,8.5,88,5000,8921.0,9.800583333333334,7.840466666666667
30,3,dodge,coronet,dodge coronet custom (sw),gas,turbo,two,hatchback,fwd,front,2.43586,4.399279999999999,1.6840199999999999,1.27508,71.3994,ohc,four,2.556383831200009,mfi,3.6,3.9,7.0,145,5000,12964.0,12.379684210526316,9.800583333333334
31,2,honda,civic,honda civic,gas,std,two,hatchback,fwd,front,2.1996399999999996,3.67284,1.62306,1.29032,43.5102,ohc,four,1.5076109773743644,1bbl,2.91,3.41,9.6,58,4800,6479.0,4.800285714285714,4.355814814814814
32,2,honda,civic,honda civic cvcc,gas,std,two,hatchback,fwd,front,2.1996399999999996,3.67284,1.62306,1.29032,46.2026,ohc,four,1.5076109773743644,1bbl,2.91,3.41,9.2,76,6000,6855.0,7.587548387096774,6.189842105263158
33,1,honda,civic,honda civic,gas,std,two,hatchback,fwd,front,2.3799799999999998,3.81,1.6256,1.33604,46.6598,ohc,four,1.2945789914410304,1bbl,2.91,3.07,10.1,60,5500,5399.0,6.189842105263158,5.600333333333333
34,1,honda,accord,honda accord cvcc,gas,std,two,hatchback,fwd,front,2.3799799999999998,3.81,1.6256,1.33604,49.275999999999996,ohc,four,1.5076109773743644,1bbl,2.91,3.41,9.2,76,6000,6529.0,7.840466666666667,6.918058823529412
35,1,honda,civic,honda civic cvcc,gas,std,two,hatchback,fwd,front,2.3799799999999998,3.81,1.6256,1.33604,49.6824,ohc,four,1.5076109773743644,1bbl,2.91,3.41,9.2,76,6000,7129.0,7.840466666666667,6.918058823529412
36,0,honda,accord,honda accord lx,gas,std,four,sedan,fwd,front,2.4511,4.15036,1.6256,1.3842999999999999,51.053999999999995,ohc,four,1.5076109773743644,1bbl,2.91,3.41,9.2,76,6000,7295.0,7.840466666666667,6.918058823529412
37,0,honda,civic,honda civic 1500 gl,gas,std,four,wagon,fwd,front,2.4511,3.9903399999999998,1.62306,1.4808199999999998,51.4096,ohc,four,1.5076109773743644,1bbl,2.92,3.41,9.2,76,6000,7295.0,7.840466666666667,6.918058823529412
38,0,honda,accord,honda accord,gas,std,two,hatchback,fwd,front,2.4511,4.2545,1.65608,1.3538199999999998,56.794399999999996,ohc,four,1.802578342512827,1bbl,3.15,3.58,9.0,86,5800,7895.0,8.711629629629629,7.12769696969697
39,0,honda,civic,honda civic 1300,gas,std,two,hatchback,fwd,front,2.4511,4.2545,1.65608,1.3538199999999998,58.1406,ohc,four,1.802578342512827,1bbl,3.15,3.58,9.0,86,5800,9095.0,8.711629629629629,7.12769696969697
40,0,honda,prelude,honda prelude,gas,std,four,sedan,fwd,front,2.4511,4.45516,1.65608,1.37414,58.5216,ohc,four,1.802578342512827,1bbl,3.15,3.58,9.0,86,5800,8845.0,8.711629629629629,7.12769696969697
41,0,honda,accord,honda accord,gas,std,four,sedan,fwd,front,2.4511,4.45516,1.5875,1.37414,60.248799999999996,ohc,four,1.802578342512827,1bbl,3.15,3.58,9.0,86,5800,10295.0,8.711629629629629,7.12769696969697
42,0,honda,civic,honda civic,gas,std,four,sedan,fwd,front,2.4511,4.45516,1.65608,1.37414,62.611,ohc,four,1.802578342512827,mpfi,3.15,3.58,9.0,101,5800,12945.0,9.800583333333334,8.4005
43,1,honda,civic,honda civic (auto),gas,std,two,sedan,fwd,front,2.4511,4.29514,1.6764,1.2953999999999999,58.2422,ohc,four,1.802578342512827,2bbl,3.15,3.58,9.1,100,5500,10345.0,9.40856,7.587548387096774
44,0,isuzu,MU-X,isuzu MU-X,gas,std,four,sedan,rwd,front,2.3952199999999997,4.33578,1.5697199999999998,1.3589,59.3598,ohc,four,1.8189654183538528,2bbl,3.31,3.23,8.5,78,4800,6785.0,9.800583333333334,8.110827586206897
45,1,isuzu,D-Max,isuzu D-Max ,gas,std,two,sedan,fwd,front,2.4003,3.95986,1.61544,1.3208,47.599599999999995,ohc,four,1.474836825692313,2bbl,3.03,3.11,9.6,70,5400,8916.5,6.189842105263158,5.470093023255814
46,0,isuzu,D-Max,isuzu D-Max V-Cross,gas,std,four,sedan,fwd,front,2.4003,3.95986,1.61544,1.3208,48.4886,ohc,four,1.474836825692313,2bbl,3.03,3.11,9.6,70,5400,8916.5,6.189842105263158,5.470093023255814
47,2,isuzu,D-Max,isuzu D-Max ,gas,std,two,hatchback,rwd,front,2.4383999999999997,4.38404,1.65608,1.3055599999999998,69.4436,ohc,four,1.9500620250820584,spfi,3.43,3.23,9.2,90,5000,11048.0,9.800583333333334,8.110827586206897
48,0,jaguar,xj,jaguar xj,gas,std,four,sedan,rwd,front,2.8702,5.069839999999999,1.7678399999999999,1.3411199999999999,103.2764,dohc,six,4.22786556698463,mpfi,3.63,4.17,8.1,176,4750,32250.0,15.680933333333334,12.379684210526316
49,0,jaguar,xf,jaguar xf,gas,std,four,sedan,rwd,front,2.8702,5.069839999999999,1.7678399999999999,1.3411199999999999,103.2764,dohc,six,4.22786556698463,mpfi,3.63,4.17,8.1,176,4750,35550.0,15.680933333333334,12.379684210526316
50,0,jaguar,xk,jaguar xk,gas,std,two,sedan,rwd,front,2.5907999999999998,4.869179999999999,1.7932399999999997,1.2141199999999999,100.33,ohcv,twelve,5.342186724174378,mpfi,3.54,2.76,11.5,262,5000,36000.0,18.093384615384615,13.836117647058824
51,1,mazda,rx3,maxda rx3,gas,std,two,hatchback,fwd,front,2.36474,4.0411399999999995,1.63068,1.37414,48.006,ohc,four,1.4912239015333388,2bbl,3.03,3.15,9.0,68,5000,5195.0,7.840466666666667,7.587548387096774
52,1,mazda,glc,maxda glc deluxe,gas,std,two,hatchback,fwd,front,2.36474,4.0411399999999995,1.63068,1.37414,48.26,ohc,four,1.4912239015333388,2bbl,3.03,3.15,9.0,68,5000,6095.0,7.587548387096774,6.189842105263158
53,1,mazda,rx2,mazda rx2 coupe,gas,std,two,hatchback,fwd,front,2.36474,4.0411399999999995,1.63068,1.37414,48.387,ohc,four,1.4912239015333388,2bbl,3.03,3.15,9.0,68,5000,6795.0,7.587548387096774,6.189842105263158
54,1,mazda,rx-4,mazda rx-4,gas,std,four,sedan,fwd,front,2.36474,4.23672,1.63068,1.37414,49.403,ohc,four,1.4912239015333388,2bbl,3.03,3.15,9.0,68,5000,6695.0,7.587548387096774,6.189842105263158
55,1,mazda,glc,mazda glc deluxe,gas,std,four,sedan,fwd,front,2.36474,4.23672,1.63068,1.37414,49.53,ohc,four,1.4912239015333388,2bbl,3.08,3.15,9.0,68,5000,7395.0,7.587548387096774,6.189842105263158
56,3,mazda,626,mazda 626,gas,std,two,hatchback,rwd,front,2.42062,4.2926,1.66878,1.25984,60.452,rotor,two,1.147095308871799,4bbl,3.33,3.255,9.4,101,6000,10945.0,13.836117647058824,10.226695652173913
57,3,mazda,glc,mazda glc,gas,std,two,hatchback,rwd,front,2.42062,4.2926,1.66878,1.25984,60.452,rotor,two,1.147095308871799,4bbl,3.33,3.255,9.4,101,6000,11845.0,13.836117647058824,10.226695652173913
58,3,mazda,rx-7,mazda rx-7 gs,gas,std,two,hatchback,rwd,front,2.42062,4.2926,1.66878,1.25984,60.579,rotor,two,1.147095308871799,4bbl,3.33,3.255,9.4,101,6000,13645.0,13.836117647058824,10.226695652173913
59,3,mazda,glc,mazda glc 4,gas,std,two,hatchback,rwd,front,2.42062,4.2926,1.66878,1.25984,63.5,rotor,two,1.310966067282056,mpfi,3.33,3.255,9.4,135,6000,15645.0,14.700875,10.226695652173913
60,1,mazda,626,mazda 626,gas,std,two,hatchback,fwd,front,2.5095199999999998,4.51612,1.6890999999999998,1.36398,60.579,ohc,four,1.9992232526051354,2bbl,3.39,3.39,8.6,84,4800,8845.0,9.046692307692307,7.3504375
61,0,mazda,glc,mazda glc custom l,gas,std,four,sedan,fwd,front,2.5095199999999998,4.51612,1.6890999999999998,1.4097,61.214,ohc,four,1.9992232526051354,2bbl,3.39,3.39,8.6,84,4800,8495.0,9.046692307692307,7.3504375
62,1,mazda,glc,mazda glc custom,gas,std,two,hatchback,fwd,front,2.5095199999999998,4.51612,1.6890999999999998,1.36398,60.579,ohc,four,1.9992232526051354,2bbl,3.39,3.39,8.6,84,4800,10595.0,9.046692307692307,7.3504375
63,0,mazda,rx-4,mazda rx-4,gas,std,four,sedan,fwd,front,2.5095199999999998,4.51612,1.6890999999999998,1.4097,61.214,ohc,four,1.9992232526051354,2bbl,3.39,3.39,8.6,84,4800,10245.0,9.046692307692307,7.3504375
64,0,mazda,glc,mazda glc deluxe,diesel,std,four,sedan,fwd,front,2.5095199999999998,4.51612,1.6890999999999998,1.4097,62.0522,ohc,four,1.9992232526051354,idi,3.39,3.39,22.7,64,4650,10795.0,6.533722222222222,5.600333333333333
65,0,mazda,626,mazda 626,gas,std,four,hatchback,fwd,front,2.5095199999999998,4.51612,1.6890999999999998,1.4097,61.595,ohc,four,1.9992232526051354,2bbl,3.39,3.39,8.6,84,4800,11245.0,9.046692307692307,7.3504375
66,0,mazda,glc,mazda glc,gas,std,four,sedan,rwd,front,2.66446,4.444999999999999,1.6789399999999999,1.3817599999999999,67.818,ohc,four,2.294190617743598,mpfi,3.76,3.16,8.0,120,5000,18280.0,12.379684210526316,8.711629629629629
67,0,mazda,rx-7,mazda rx-7 gs,diesel,std,four,sedan,rwd,front,2.66446,4.444999999999999,1.6789399999999999,1.3817599999999999,68.58,ohc,four,2.195868162697444,idi,3.43,3.64,22.0,72,4200,18344.0,7.587548387096774,6.031128205128205
68,-1,buick,electra,buick electra 225 custom,diesel,turbo,four,sedan,rwd,front,2.794,4.84886,1.7856199999999998,1.4351,89.28099999999999,ohc,five,2.998834878907703,idi,3.58,3.64,21.5,123,4350,25552.0,10.691545454545455,9.40856
69,-1,buick,century,buick century luxus (sw),diesel,turbo,four,wagon,rwd,front,2.794,4.84886,1.7856199999999998,1.49098,95.25,ohc,five,2.998834878907703,idi,3.58,3.64,21.5,123,4350,28248.0,10.691545454545455,9.40856
70,0,buick,century,buick century,diesel,turbo,two,hardtop,rwd,front,2.71018,4.7625,1.7856199999999998,1.3944599999999998,88.773,ohc,five,2.998834878907703,idi,3.58,3.64,21.5,123,4350,28176.0,10.691545454545455,9.40856
71,-1,buick,skyhawk,buick skyhawk,diesel,turbo,four,sedan,rwd,front,2.9362399999999997,5.146039999999999,1.82118,1.4300199999999998,95.758,ohc,five,2.998834878907703,idi,3.58,3.64,21.5,123,4350,31600.0,10.691545454545455,9.40856
72,-1,buick,opel,buick opel isuzu deluxe,gas,std,four,sedan,rwd,front,2.9362399999999997,5.146039999999999,1.82118,1.4351,94.996,ohcv,eight,3.834575746800014,mpfi,3.46,3.1,8.3,155,4750,34184.0,14.700875,13.067444444444444
73,3,buick,skylark,buick skylark,gas,std,two,convertible,rwd,front,2.4536399999999996,4.57962,1.7907,1.29032,93.59899999999999,ohcv,eight,3.834575746800014,mpfi,3.46,3.1,8.3,155,4750,35056.0,14.700875,13.067444444444444
74,0,buick,century,buick century special,gas,std,four,sedan,rwd,front,3.07086,5.28574,1.82118,1.44018,99.06,ohcv,eight,5.047219359035916,mpfi,3.8,3.35,8.0,184,4500,40960.0,16.801,14.700875
75,1,buick,regal,buick regal sport coupe (turbo),gas,std,two,hardtop,rwd,front,2.8447999999999998,5.059679999999999,1.8288,1.40716,94.36099999999999,ohcv,eight,4.981671055671813,mpfi,3.8,3.35,8.0,184,4500,45400.0,16.801,14.700875
76,1,mercury,cougar,mercury cougar,gas,turbo,two,hatchback,rwd,front,2.60858,4.53136,1.7271999999999998,1.3919199999999998,73.914,ohc,four,2.294190617743598,mpfi,3.78,3.12,8.0,175,5000,16503.0,12.379684210526316,9.800583333333334
77,2,mitsubishi,mirage,mitsubishi mirage,gas,std,two,hatchback,fwd,front,2.3799799999999998,3.99542,1.63576,1.29032,48.7172,ohc,four,1.5076109773743644,2bbl,2.97,3.23,9.4,68,5500,5389.0,6.3571351351351355,5.736926829268293
78,2,mitsubishi,lancer,mitsubishi lancer,gas,std,two,hatchback,fwd,front,2.3799799999999998,3.99542,1.63576,1.29032,49.3776,ohc,four,1.5076109773743644,2bbl,2.97,3.23,9.4,68,5500,6189.0,7.587548387096774,6.189842105263158
79,2,mitsubishi,outlander,mitsubishi outlander,gas,std,two,hatchback,fwd,front,2.3799799999999998,3.99542,1.63576,1.29032,50.901599999999995,ohc,four,1.5076109773743644,2bbl,2.97,3.23,9.4,68,5500,6669.0,7.587548387096774,6.189842105263158
80,1,mitsubishi,g4,mitsubishi g4,gas,turbo,two,hatchback,fwd,front,2.3622,3.99542,1.62052,1.29032,54.483,ohc,four,1.6059334324205186,spdi,3.03,3.39,7.6,102,5500,7689.0,9.800583333333334,7.840466666666667
81,3,mitsubishi,mirage,mitsubishi mirage g4,gas,turbo,two,hatchback,fwd,front,2.44602,4.3942,1.66116,1.2547599999999999,60.198,ohc,four,1.802578342512827,spdi,3.17,3.46,7.5,116,5500,9959.0,10.226695652173913,7.840466666666667
82,3,mitsubishi,g4,mitsubishi g4,gas,std,two,hatchback,fwd,front,2.44602,4.3942,1.66116,1.2547599999999999,59.1312,ohc,four,1.9992232526051354,2bbl,3.35,3.46,8.5,88,5000,8499.0,9.40856,7.3504375
83,3,mitsubishi,outlander,mitsubishi outlander,gas,turbo,two,hatchback,fwd,front,2.43586,4.399279999999999,1.6840199999999999,1.27508,71.95819999999999,ohc,four,2.556383831200009,spdi,3.58,3.86,7.0,145,5000,12629.0,12.379684210526316,9.800583333333334
84,3,mitsubishi,g4,mitsubishi g4,gas,turbo,two,hatchback,fwd,front,2.43586,4.399279999999999,1.6840199999999999,1.27508,74.1934,ohc,four,2.556383831200009,spdi,3.59,3.86,7.0,145,5000,14869.0,12.379684210526316,9.800583333333334
85,3,mitsubishi,mirage,mitsubishi mirage g4,gas,turbo,two,hatchback,fwd,front,2.43586,4.399279999999999,1.6840199999999999,1.27508,74.32039999999999,ohc,four,2.556383831200009,spdi,3.59,3.86,7.0,145,5000,14489.0,12.379684210526316,9.800583333333334
86,1,mitsubishi,montero,mitsubishi montero,gas,std,four,sedan,fwd,front,2.44602,4.37896,1.66116,1.31064,60.071,ohc,four,1.9992232526051354,2bbl,3.35,3.46,8.5,88,5000,6989.0,9.40856,7.3504375
87,1,mitsubishi,pajero,mitsubishi pajero,gas,std,four,sedan,fwd,front,2.44602,4.37896,1.66116,1.31064,61.086999999999996,ohc,four,1.9992232526051354,2bbl,3.35,3.46,8.5,88,5000,8189.0,9.40856,7.3504375
88,1,mitsubishi,outlander,mitsubishi outlander,gas,turbo,four,sedan,fwd,front,2.44602,4.37896,1.66116,1.31064,61.0362,ohc,four,1.802578342512827,spdi,3.17,3.46,7.5,116,5500,9279.0,10.226695652173913,7.840466666666667
89,-1,mitsubishi,mirage,mitsubishi mirage g4,gas,std,four,sedan,fwd,front,2.44602,4.37896,1.66116,1.31064,61.0362,ohc,four,1.802578342512827,spdi,3.17,3.46,7.5,116,5500,9279.0,10.226695652173913,7.840466666666667
90,1,Nissan,versa,Nissan versa,gas,std,two,sedan,fwd,front,2.4003,4.19862,1.62052,1.3842999999999999,47.980599999999995,ohc,four,1.589546356579493,2bbl,3.15,3.29,9.4,69,5200,5499.0,7.587548387096774,6.3571351351351355
91,1,nissan,gt-r,nissan gt-r,diesel,std,two,sedan,fwd,front,2.4003,4.19862,1.62052,1.3842999999999999,51.2318,ohc,four,1.687868811625647,idi,2.99,3.47,21.9,55,4800,7099.0,5.226977777777778,4.70428
92,1,nissan,rogue,nissan rogue,gas,std,two,sedan,fwd,front,2.4003,4.19862,1.62052,1.3842999999999999,48.7172,ohc,four,1.589546356579493,2bbl,3.15,3.29,9.4,69,5200,6649.0,7.587548387096774,6.3571351351351355
93,1,nissan,latio,nissan latio,gas,std,four,sedan,fwd,front,2.4003,4.19862,1.62052,1.3842999999999999,49.2252,ohc,four,1.589546356579493,2bbl,3.15,3.29,9.4,69,5200,6849.0,7.587548387096774,6.3571351351351355
94,1,nissan,titan,nissan titan,gas,std,four,wagon,fwd,front,2.4003,4.323079999999999,1.62052,1.3589,51.4096,ohc,four,1.589546356579493,2bbl,3.15,3.29,9.4,69,5200,7349.0,7.587548387096774,6.3571351351351355
95,1,nissan,leaf,nissan leaf,gas,std,two,sedan,fwd,front,2.4003,4.19862,1.62052,1.3842999999999999,49.5554,ohc,four,1.589546356579493,2bbl,3.15,3.29,9.4,69,5200,7299.0,7.587548387096774,6.3571351351351355
96,1,nissan,juke,nissan juke,gas,std,two,hatchback,fwd,front,2.4003,4.206239999999999,1.62052,1.3538199999999998,51.511199999999995,ohc,four,1.589546356579493,2bbl,3.15,3.29,9.4,69,5200,7799.0,7.587548387096774,6.3571351351351355
97,1,nissan,latio,nissan latio,gas,std,four,sedan,fwd,front,2.4003,4.19862,1.62052,1.3842999999999999,50.0634,ohc,four,1.589546356579493,2bbl,3.15,3.29,9.4,69,5200,7499.0,7.587548387096774,6.3571351351351355
98,1,nissan,note,nissan note,gas,std,four,wagon,fwd,front,2.4003,4.323079999999999,1.62052,1.3589,51.739799999999995,ohc,four,1.589546356579493,2bbl,3.15,3.29,9.4,69,5200,7999.0,7.587548387096774,6.3571351351351355
99,2,nissan,clipper,nissan clipper,gas,std,two,hardtop,fwd,front,2.4155399999999996,4.12496,1.62052,1.3538199999999998,51.0032,ohc,four,1.589546356579493,2bbl,3.15,3.29,9.4,69,5200,8249.0,7.587548387096774,6.3571351351351355
100,0,nissan,rogue,nissan rogue,gas,std,four,hatchback,fwd,front,2.46888,4.40436,1.65608,1.38938,59.029599999999995,ohc,four,1.966449100923084,2bbl,3.33,3.47,8.5,97,5200,8949.0,8.711629629629629,6.918058823529412
101,0,nissan,nv200,nissan nv200,gas,std,four,sedan,fwd,front,2.46888,4.40436,1.65608,1.38938,58.4708,ohc,four,1.966449100923084,2bbl,3.33,3.47,8.5,97,5200,9549.0,8.711629629629629,6.918058823529412
102,0,nissan,dayz,nissan dayz,gas,std,four,sedan,fwd,front,2.55016,4.61518,1.6890999999999998,1.39954,78.613,ohcv,six,2.966060727225652,mpfi,3.43,3.27,9.0,152,5200,13499.0,13.836117647058824,10.691545454545455
103,0,nissan,fuga,nissan fuga,gas,std,four,wagon,fwd,front,2.55016,4.68884,1.6890999999999998,1.4249399999999999,83.7184,ohcv,six,2.966060727225652,mpfi,3.43,3.27,9.0,152,5200,14399.0,13.836117647058824,10.691545454545455
104,0,nissan,otti,nissan otti,gas,std,four,sedan,fwd,front,2.55016,4.68884,1.6890999999999998,1.39954,77.724,ohcv,six,2.966060727225652,mpfi,3.43,3.27,9.0,152,5200,13499.0,12.379684210526316,9.40856
105,3,nissan,teana,nissan teana,gas,std,two,hatchback,rwd,front,2.3190199999999996,4.33578,1.72466,1.26238,78.0034,ohcv,six,2.966060727225652,mpfi,3.43,3.27,9.0,160,5200,17199.0,12.379684210526316,9.40856
106,3,nissan,kicks,nissan kicks,gas,turbo,two,hatchback,rwd,front,2.3190199999999996,4.33578,1.72466,1.26238,79.7306,ohcv,six,2.966060727225652,mpfi,3.43,3.27,7.8,200,5200,19699.0,13.836117647058824,10.226695652173913
107,1,nissan,clipper,nissan clipper,gas,std,two,hatchback,rwd,front,2.51968,4.5339,1.72466,1.26238,79.7306,ohcv,six,2.966060727225652,mpfi,3.43,3.27,9.0,160,5200,18399.0,12.379684210526316,9.40856
108,0,peugeot,504,peugeot 504,gas,std,four,sedan,rwd,front,2.74066,4.742179999999999,1.73736,1.44018,76.708,l,four,1.966449100923084,mpfi,3.46,3.19,8.4,97,5000,11900.0,12.379684210526316,9.800583333333334
109,0,peugeot,304,peugeot 304,diesel,turbo,four,sedan,rwd,front,2.74066,4.742179999999999,1.73736,1.44018,81.2038,l,four,2.4908355278359067,idi,3.7,3.52,21.0,95,4150,13200.0,8.4005,7.12769696969697
110,0,peugeot,504,peugeot 504 (sw),gas,std,four,wagon,rwd,front,2.90068,5.05206,1.73736,1.49098,82.042,l,four,1.966449100923084,mpfi,3.46,3.19,8.4,97,5000,12440.0,12.379684210526316,9.800583333333334
